sample_id,split,scene_label,image_path,mask_path,official_split
10165,train,,train/train-org-img/10165.jpg,train/train-label-img/10165_lab.png,train
10166,train,,train/train-org-img/10166.jpg,train/train-label-img/10166_lab.png,train
10168,train,,train/train-org-img/10168.jpg,train/train-label-img/10168_lab.png,train
10170,train,,train/train-org-img/10170.jpg,train/train-label-img/10170_lab.png,train
10171,train,,train/train-org-img/10171.jpg,train/train-label-img/10171_lab.png,train
10172,train,,train/train-org-img/10172.jpg,train/train-label-img/10172_lab.png,train
10175,train,,train/train-org-img/10175.jpg,train/train-label-img/10175_lab.png,train
10176,train,,train/train-org-img/10176.jpg,train/train-label-img/10176_lab.png,train
10179,train,,train/train-org-img/10179.jpg,train/train-label-img/10179_lab.png,train
10180,train,,train/train-org-img/10180.jpg,train/train-label-img/10180_lab.png,train
10181,train,,train/train-org-img/10181.jpg,train/train-label-img/10181_lab.png,train
10182,train,,train/train-org-img/10182.jpg,train/train-label-img/10182_lab.png,train
10184,train,,train/train-org-img/10184.jpg,train/train-label-img/10184_lab.png,train
10300,train,,train/train-org-img/10300.jpg,train/train-label-img/10300_lab.png,train
10566,train,,train/train-org-img/10566.jpg,train/train-label-img/10566_lab.png,train
10687,train,,train/train-org-img/10687.jpg,train/train-label-img/10687_lab.png,train
10806,train,,train/train-org-img/10806.jpg,train/train-label-img/10806_lab.png,train
10810,train,,train/train-org-img/10810.jpg,train/train-label-img/10810_lab.png,train
10811,train,,train/train-org-img/10811.jpg,train/train-label-img/10811_lab.png,train
10817,train,,train/train-org-img/10817.jpg,train/train-label-img/10817_lab.png,train
10818,train,,train/train-org-img/10818.jpg,train/train-label-img/10818_lab.png,train
10819,train,,train/train-org-img/10819.jpg,train/train-label-img/10819_lab.png,train
10820,train,,train/train-org-img/10820.jpg,train/train-label-img/10820_lab.png,train
10821,train,,train/train-org-img/10821.jpg,train/train-label-img/10821_lab.png,train
10825,train,,train/train-org-img/10825.jpg,train/train-label-img/10825_lab.png,train
10826,train,,train/train-org-img/10826.jpg,train/train-label-img/10826_lab.png,train
10827,train,,train/train-org-img/10827.jpg,train/train-label-img/10827_lab.png,train
10828,train,,train/train-org-img/10828.jpg,train/train-label-img/10828_lab.png,train
10834,train,,train/train-org-img/10834.jpg,train/train-label-img/10834_lab.png,train
10835,train,,train/train-org-img/10835.jpg,train/train-label-img/10835_lab.png,train
10836,train,,train/train-org-img/10836.jpg,train/train-label-img/10836_lab.png,train
10837,train,,train/train-org-img/10837.jpg,train/train-label-img/10837_lab.png,train
10840,train,,train/train-org-img/10840.jpg,train/train-label-img/10840_lab.png,train
10841,train,,train/train-org-img/10841.jpg,train/train-label-img/10841_lab.png,train
11723,train,,train/train-org-img/11723.jpg,train/train-label-img/11723_lab.png,train
6279,train,,train/train-org-img/6279.jpg,train/train-label-img/6279_lab.png,train
6287,train,,train/train-org-img/6287.jpg,train/train-label-img/6287_lab.png,train
6332,train,,train/train-org-img/6332.jpg,train/train-label-img/6332_lab.png,train
6334,train,,train/train-org-img/6334.jpg,train/train-label-img/6334_lab.png,train
6335,train,,train/train-org-img/6335.jpg,train/train-label-img/6335_lab.png,train
6338,train,,train/train-org-img/6338.jpg,train/train-label-img/6338_lab.png,train
6340,train,,train/train-org-img/6340.jpg,train/train-label-img/6340_lab.png,train
6341,train,,train/train-org-img/6341.jpg,train/train-label-img/6341_lab.png,train
6344,train,,train/train-org-img/6344.jpg,train/train-label-img/6344_lab.png,train
6346,train,,train/train-org-img/6346.jpg,train/train-label-img/6346_lab.png,train
6347,train,,train/train-org-img/6347.jpg,train/train-label-img/6347_lab.png,train
6348,train,,train/train-org-img/6348.jpg,train/train-label-img/6348_lab.png,train
6350,train,,train/train-org-img/6350.jpg,train/train-label-img/6350_lab.png,train
6351,train,,train/train-org-img/6351.jpg,train/train-label-img/6351_lab.png,train
6352,train,,train/train-org-img/6352.jpg,train/train-label-img/6352_lab.png,train
6354,train,,train/train-org-img/6354.jpg,train/train-label-img/6354_lab.png,train
6358,train,,train/train-org-img/6358.jpg,train/train-label-img/6358_lab.png,train
6359,train,,train/train-org-img/6359.jpg,train/train-label-img/6359_lab.png,train
6360,train,,train/train-org-img/6360.jpg,train/train-label-img/6360_lab.png,train
6361,train,,train/train-org-img/6361.jpg,train/train-label-img/6361_lab.png,train
6363,train,,train/train-org-img/6363.jpg,train/train-label-img/6363_lab.png,train
6364,train,,train/train-org-img/6364.jpg,train/train-label-img/6364_lab.png,train
6365,train,,train/train-org-img/6365.jpg,train/train-label-img/6365_lab.png,train
6367,train,,train/train-org-img/6367.jpg,train/train-label-img/6367_lab.png,train
6368,train,,train/train-org-img/6368.jpg,train/train-label-img/6368_lab.png,train
6369,train,,train/train-org-img/6369.jpg,train/train-label-img/6369_lab.png,train
6370,train,,train/train-org-img/6370.jpg,train/train-label-img/6370_lab.png,train
6372,train,,train/train-org-img/6372.jpg,train/train-label-img/6372_lab.png,train
6373,train,,train/train-org-img/6373.jpg,train/train-label-img/6373_lab.png,train
6374,train,,train/train-org-img/6374.jpg,train/train-label-img/6374_lab.png,train
