sample_id,split,scene_label,image_path,mask_path,official_split
10165,train,,train/train-org-img/10165.jpg,train/train-label-img/10165_lab.png,train
10166,train,,train/train-org-img/10166.jpg,train/train-label-img/10166_lab.png,train
10175,train,,train/train-org-img/10175.jpg,train/train-label-img/10175_lab.png,train
10176,train,,train/train-org-img/10176.jpg,train/train-label-img/10176_lab.png,train
10687,train,,train/train-org-img/10687.jpg,train/train-label-img/10687_lab.png,train
10811,train,,train/train-org-img/10811.jpg,train/train-label-img/10811_lab.png,train
10817,train,,train/train-org-img/10817.jpg,train/train-label-img/10817_lab.png,train
10819,train,,train/train-org-img/10819.jpg,train/train-label-img/10819_lab.png,train
10828,train,,train/train-org-img/10828.jpg,train/train-label-img/10828_lab.png,train
10836,train,,train/train-org-img/10836.jpg,train/train-label-img/10836_lab.png,train
10837,train,,train/train-org-img/10837.jpg,train/train-label-img/10837_lab.png,train
10840,train,,train/train-org-img/10840.jpg,train/train-label-img/10840_lab.png,train
6279,train,,train/train-org-img/6279.jpg,train/train-label-img/6279_lab.png,train
6332,train,,train/train-org-img/6332.jpg,train/train-label-img/6332_lab.png,train
6338,train,,train/train-org-img/6338.jpg,train/train-label-img/6338_lab.png,train
6348,train,,train/train-org-img/6348.jpg,train/train-label-img/6348_lab.png,train
6359,train,,train/train-org-img/6359.jpg,train/train-label-img/6359_lab.png,train
6368,train,,train/train-org-img/6368.jpg,train/train-label-img/6368_lab.png,train
6370,train,,train/train-org-img/6370.jpg,train/train-label-img/6370_lab.png,train
6386,train,,train/train-org-img/6386.jpg,train/train-label-img/6386_lab.png,train
6393,train,,train/train-org-img/6393.jpg,train/train-label-img/6393_lab.png,train
6395,train,,train/train-org-img/6395.jpg,train/train-label-img/6395_lab.png,train
6397,train,,train/train-org-img/6397.jpg,train/train-label-img/6397_lab.png,train
6413,train,,train/train-org-img/6413.jpg,train/train-label-img/6413_lab.png,train
6421,train,,train/train-org-img/6421.jpg,train/train-label-img/6421_lab.png,train
6426,train,,train/train-org-img/6426.jpg,train/train-label-img/6426_lab.png,train
6430,train,,train/train-org-img/6430.jpg,train/train-label-img/6430_lab.png,train
6437,train,,train/train-org-img/6437.jpg,train/train-label-img/6437_lab.png,train
6447,train,,train/train-org-img/6447.jpg,train/train-label-img/6447_lab.png,train
6454,train,,train/train-org-img/6454.jpg,train/train-label-img/6454_lab.png,train
6455,train,,train/train-org-img/6455.jpg,train/train-label-img/6455_lab.png,train
6458,train,,train/train-org-img/6458.jpg,train/train-label-img/6458_lab.png,train
6459,train,,train/train-org-img/6459.jpg,train/train-label-img/6459_lab.png,train
6463,train,,train/train-org-img/6463.jpg,train/train-label-img/6463_lab.png,train
6464,train,,train/train-org-img/6464.jpg,train/train-label-img/6464_lab.png,train
6465,train,,train/train-org-img/6465.jpg,train/train-label-img/6465_lab.png,train
6477,train,,train/train-org-img/6477.jpg,train/train-label-img/6477_lab.png,train
6478,train,,train/train-org-img/6478.jpg,train/train-label-img/6478_lab.png,train
6512,train,,train/train-org-img/6512.jpg,train/train-label-img/6512_lab.png,train
6535,train,,train/train-org-img/6535.jpg,train/train-label-img/6535_lab.png,train
6540,train,,train/train-org-img/6540.jpg,train/train-label-img/6540_lab.png,train
6549,train,,train/train-org-img/6549.jpg,train/train-label-img/6549_lab.png,train
6555,train,,train/train-org-img/6555.jpg,train/train-label-img/6555_lab.png,train
6556,train,,train/train-org-img/6556.jpg,train/train-label-img/6556_lab.png,train
6564,train,,train/train-org-img/6564.jpg,train/train-label-img/6564_lab.png,train
6585,train,,train/train-org-img/6585.jpg,train/train-label-img/6585_lab.png,train
6586,train,,train/train-org-img/6586.jpg,train/train-label-img/6586_lab.png,train
6589,train,,train/train-org-img/6589.jpg,train/train-label-img/6589_lab.png,train
6595,train,,train/train-org-img/6595.jpg,train/train-label-img/6595_lab.png,train
6600,train,,train/train-org-img/6600.jpg,train/train-label-img/6600_lab.png,train
6614,train,,train/train-org-img/6614.jpg,train/train-label-img/6614_lab.png,train
6615,train,,train/train-org-img/6615.jpg,train/train-label-img/6615_lab.png,train
6618,train,,train/train-org-img/6618.jpg,train/train-label-img/6618_lab.png,train
6623,train,,train/train-org-img/6623.jpg,train/train-label-img/6623_lab.png,train
6628,train,,train/train-org-img/6628.jpg,train/train-label-img/6628_lab.png,train
6646,train,,train/train-org-img/6646.jpg,train/train-label-img/6646_lab.png,train
6649,train,,train/train-org-img/6649.jpg,train/train-label-img/6649_lab.png,train
6651,train,,train/train-org-img/6651.jpg,train/train-label-img/6651_lab.png,train
6656,train,,train/train-org-img/6656.jpg,train/train-label-img/6656_lab.png,train
6667,train,,train/train-org-img/6667.jpg,train/train-label-img/6667_lab.png,train
6682,train,,train/train-org-img/6682.jpg,train/train-label-img/6682_lab.png,train
6692,train,,train/train-org-img/6692.jpg,train/train-label-img/6692_lab.png,train
6693,train,,train/train-org-img/6693.jpg,train/train-label-img/6693_lab.png,train
6703,train,,train/train-org-img/6703.jpg,train/train-label-img/6703_lab.png,train
6704,train,,train/train-org-img/6704.jpg,train/train-label-img/6704_lab.png,train
